Lemma,PoS,Cons,Freq(ipm),Length
присутствующий,a,ПРСТСТВЩ,3.8,14
простительный,a,ПРСТТЛН,1.6,13
простецкий,a,ПРСТЦК,1.9,10
простейший,a,ПРСТШ,9.4,10
поросячий,a,ПРСЧ,0.8,9
пересеченный,a,ПРСЧНН,0.5,12
присущий,a,ПРСЩ,24.8,8
просящий,a,ПРСЩ,0.5,8
пресыщенный,a,ПРСЩНН,0.5,11
упертый,a,ПРТ,1,7
портовый,a,ПРТВ,4.4,8
противоборствующий,a,ПРТВБРСТВЩ,1.6,18
противовоздушный,a,ПРТВВЗДШН,6.1,16
противовирусный,a,ПРТВВРСН,4.7,15
противовоспалительный,a,ПРТВВСПЛТЛН,1.4,21
противоугонный,a,ПРТВГНН,0.6,14
противогриппозный,a,ПРТВГРППЗН,0.6,17
противозаконный,a,ПРТВЗКНН,1.6,15
противозачаточный,a,ПРТВЗЧТЧН,1.2,17
противокорабельный,a,ПРТВКРБЛН,0.5,18
противокосмический,a,ПРТВКСМЧСК,0.6,18
противолодочный,a,ПРТВЛДЧН,1.2,15
оперативный,a,ПРТВН,37.7,11
противный,a,ПРТВН,31.3,9
оперативно-диспетчерский,a,ПРТВНДСПТЧРСК,1.2,24
оперативно-розыскной,a,ПРТВНРЗСКН,4.3,20
оперативно-следственный,a,ПРТВНСЛДСТВНН,0.8,23
оперативно-стратегический,a,ПРТВНСТРТГЧСК,0.7,25
оперативно-тактический,a,ПРТВНТКТЧСК,1.1,22
противопожарный,a,ПРТВПЖРН,4.9,15
противопоказанный,a,ПРТВПКЗНН,2.7,17
противоположный,a,ПРТВПЛЖН,43.4,15
противоправный,a,ПРТВПРВН,3,14
противопехотный,a,ПРТВПХТН,0.9,15
противорадиолокационный,a,ПРТВРДЛКЦНН,0.5,23
противоэрозионный,a,ПРТВРЗНН,0.5,17
противоракетный,a,ПРТВРКТН,3.9,15
притворный,a,ПРТВРН,1.6,10
противоречивый,a,ПРТВРЧВ,11.4,14
противоречащий,a,ПРТВРЧЩ,1.4,14
противоспутниковый,a,ПРТВСПТНКВ,0.5,18
противоестественный,a,ПРТВСТСТВНН,4.1,19
противостоящий,a,ПРТВСТЩ,1.5,14
противотанковый,a,ПРТВТНКВ,4.7,15
португальский,a,ПРТГЛСК,2.6,13
притягательный,a,ПРТГТЛН,4,14
протяжный,a,ПРТЖН,4.3,9
протяженный,a,ПРТЖНН,2.3,11
партизанский,a,ПРТЗНСК,7.5,12
прыткий,a,ПРТК,1.1,7
протокольный,a,ПРТКЛН,3.8,12
партикулярный,a,ПРТКЛРН,0.6,13
приоткрытый,a,ПРТКРТ,1.3,11
протективный,a,ПРТКТВН,0.9,12
протекционистский,a,ПРТКЦНСТСК,0.8,17
приятельский,a,ПРТЛСК,1.7,12
приятный,a,ПРТН,72.7,8
партийный,a,ПРТН,65.2,9
опрятный,a,ПРТН,2.6,8
партийно-государственный,a,ПРТНГСДРСТВНН,0.8,24
притундровый,a,ПРТНДРВ,0.5,12
перитонеальный,a,ПРТНЛН,0.6,14
партийно-политический,a,ПРТНПЛТЧСК,0.5,21
партнерский,a,ПРТНРСК,4.3,11
пуританский,a,ПРТНСК,0.7,11
протянутый,a,ПРТНТ,1.5,10
претенциозный,a,ПРТНЦЗН,1.4,13
приторный,a,ПРТРН,1.6,9
партерный,a,ПРТРН,0.5,9
операторский,a,ПРТРСК,1.4,12
протертый,a,ПРТРТ,1.5,9
портретный,a,ПРТРТН,1.7,10
пиратский,a,ПРТСК,4.5,9
протестный,a,ПРТСТН,2.1,10
протестантский,a,ПРТСТНТСК,3.6,14
протестующий,a,ПРТСТЩ,1,12
портативный,a,ПРТТВН,3.6,11
паритетный,a,ПРТТН,0.7,10
паротитный,a,ПРТТН,0.5,10
прототипный,a,ПРТТПН,0.5,11
портфельный,a,ПРТФЛН,0.5,11
пиротехнический,a,ПРТХНЧСК,0.6,15
протухший,a,ПРТХШ,0.5,9
проточный,a,ПРТЧН,2.1,9
опереточный,a,ПРТЧН,1.7,11
профилактический,a,ПРФЛКТЧСК,6.7,16
профильный,a,ПРФЛН,5,10
парфюмерный,a,ПРФМРН,1.6,11
пореформенный,a,ПРФРМНН,0.5,13
периферийный,a,ПРФРН,2.9,12
прифронтовой,a,ПРФРНТВ,1.1,12
периферический,a,ПРФРЧСК,2.5,14
профсоюзный,a,ПРФСЗН,8.2,11
профессиональный,a,ПРФССНЛН,101.5,16
профессионально-технический,a,ПРФССНЛНТХНЧСК,0.7,27
профессорский,a,ПРФССРСК,3.9,13
профессорско-преподавательский,a,ПРФССРСКПРПДВТЛСК,0.8,30
пороховой,a,ПРХВ,3.5,9
переходный,a,ПРХДН,14.4,10
проходной,a,ПРХДН,6.4,9
пароходный,a,ПРХДН,1.2,10
приходский,a,ПРХДСК,2.3,10
преходящий,a,ПРХДЩ,2.3,10
переходящий,a,ПРХДЩ,1.7,11
приходящий,a,ПРХДЩ,1.4,10
прохожий,a,ПРХЖ,0.9,8
прохладный,a,ПРХЛДН,17,10
прохладительный,a,ПРХЛДТЛН,0.9,15
епархиальный,a,ПРХЛН,3.6,12
прехорошенький,a,ПРХРШНК,0.5,14
пархатый,a,ПРХТ,0.5,8
прихотливый,a,ПРХТЛВ,2,11
прецедентный,a,ПРЦДНТН,0.5,12
процедурный,a,ПРЦДРН,2.5,11
прецизионный,a,ПРЦЗНН,0.6,12
прицельный,a,ПРЦЛН,2.9,10
парциальный,a,ПРЦЛН,0.8,11
операциональный,a,ПРЦНЛН,0.6,15
операционный,a,ПРЦНН,12.3,12
порционный,a,ПРЦНН,0.5,10
процентный,a,ПРЦНТН,17.4,10
прицепной,a,ПРЦПН,0.6,9
перцептивный,a,ПРЦПТВН,1.1,12
процессуальный,a,ПРЦССЛН,33.4,14
парчовый,a,ПРЧВ,0.9,8
прочувствованный,a,ПРЧВСТВВНН,0.5,16
причудливый,a,ПРЧДЛВ,9.8,11
причальный,a,ПРЧЛН,1,10
прочный,a,ПРЧН,23.9,7
порочный,a,ПРЧН,6.1,8
порченый,a,ПРЧН,0.7,8
причинный,a,ПРЧНН,2.4,9
перочинный,a,ПРЧНН,2.3,10
причинно-следственный,a,ПРЧННСЛДСТВНН,2.5,21
прочностной,a,ПРЧНСТН,0.9,11
перечисленный,a,ПРЧСЛНН,7.9,13
пречистый,a,ПРЧСТ,1.9,9
причастный,a,ПРЧСТН,8.4,10
пришибленный,a,ПРШБЛНН,0.8,12
паршивый,a,ПРШВ,4.5,8
прошедший,a,ПРШДШ,21.8,9
порошковый,a,ПРШКВ,1,10
прошлый,a,ПРШЛ,169,7
пришлый,a,ПРШЛ,2.4,7
прошлогодний,a,ПРШЛГДН,13.6,12
поршневой,a,ПРШНВ,1,9
пиршественный,a,ПРШСТВНН,0.5,13
парашютный,a,ПРШТН,1.8,10
парашютно-десантный,a,ПРШТНДСНТН,0.9,19
прыщавый,a,ПРЩВ,1.7,8
прощальный,a,ПРЩЛН,9.3,10
прощеный,a,ПРЩН,0.5,8
упрощенный,a,ПРЩНН,7.5,10
песий,a,ПС,0.6,5
псевдонаучный,a,ПСВДНЧН,0.5,13
псевдорелигиозный,a,ПСВДРЛГЗН,0.5,17
посевной,a,ПСВН,2.5,8
посудомоечный,a,ПСДМЧН,0.7,13
посудный,a,ПСДН,1,8
посадский,a,ПСДСК,0.5,9
посадочный,a,ПСДЧН,5.6,10
поисковый,a,ПСКВ,7.1,9
пусковой,a,ПСКВ,4.4,8
поисково-разведочный,a,ПСКВРЗВДЧН,0.5,20
псковский,a,ПСКВСК,6.3,9
поисково-спасательный,a,ПСКВСПСТЛН,0.8,21
паскудный,a,ПСКДН,1.1,9
писклявый,a,ПСКЛВ,0.9,9
пусконаладочный,a,ПСКНЛДЧН,0.7,15
епископский,a,ПСКПСК,0.8,11
послеобеденный,a,ПСЛБДНН,1.3,14
опасливый,a,ПСЛВ,0.8,9
послевузовский,a,ПСЛВЗВСК,0.5,14
послевоенный,a,ПСЛВНН,15.9,12
последовательный,a,ПСЛДВТЛН,16,16
последний,a,ПСЛДН,712.6,9
последующий,a,ПСЛДЩ,58.4,11
послужной,a,ПСЛЖН,1.8,9
поселковый,a,ПСЛКВ,2.5,10
посильный,a,ПСЛН,5.6,9
послойный,a,ПСЛН,0.6,9
послеполуденный,a,ПСЛПЛДНН,0.5,15
послеоперационный,a,ПСЛПРЦНН,0.9,17
послереволюционный,a,ПСЛРВЛЦНН,1.5,18
посольский,a,ПСЛСК,3.5,10
послесталинский,a,ПСЛСТЛНСК,0.9,15
послушный,a,ПСЛШН,9.1,9
письменный,a,ПСМНН,41,10
пасмурный,a,ПСМРН,4,9
посмертный,a,ПСМРТН,3.9,10
опасный,a,ПСН,95.7,7
писаный,a,ПСН,2.3,7
поясной,a,ПСН,1.5,7
песенный,a,ПСНН,3.3,8
пояснительный,a,ПСНТЛН,0.9,13
поясничный,a,ПСНЧН,1.9,10
опаснейший,a,ПСНШ,1,10
паспортный,a,ПСПРТН,5.6,10
паспортно-визовый,a,ПСПРТНВЗВ,0.9,17
поспешный,a,ПСПШН,3.4,9
посеребренный,a,ПСРБРНН,0.5,13
посреднический,a,ПСРДНЧСК,2.1,14
опосредствованный,a,ПСРДСТВВНН,0.6,17
посредственный,a,ПСРДСТВНН,3.2,14
писарский,a,ПСРСК,0.5,9
пассивный,a,ПССВН,10.5,9
пассажирский,a,ПССЖРСК,12.6,12
пессимистичный,a,ПССМСТЧН,0.8,14
пессимистический,a,ПССМСТЧСК,1.9,16
пассионарный,a,ПССНРН,0.5,12
пустой,a,ПСТ,127.5,6
постовой,a,ПСТВ,0.7,8
поствакцинальный,a,ПСТВКЦНЛН,0.5,16
постыдный,a,ПСТДН,4.9,9
постижимый,a,ПСТЖМ,0.5,10
пустяковый,a,ПСТКВ,3.5,10
посткоммунистический,a,ПСТКММНСТЧСК,1,20
постылый,a,ПСТЛ,1.9,8
постоялый,a,ПСТЛ,1.6,9
опустелый,a,ПСТЛ,0.5,9
постельный,a,ПСТЛН,5.3,10
описательный,a,ПСТЛН,2.2,12
пастельный,a,ПСТЛН,0.9,10
эпистолярный,a,ПСТЛРН,1.7,12
писательский,a,ПСТЛСК,14.4,12
апостольский,a,ПСТЛСК,2.3,12
пистолетный,a,ПСТЛТН,1.4,11
постмодернистский,a,ПСТМДРНСТСК,2.2,17
постный,a,ПСТН,5.3,7
постановочный,a,ПСТНВЧН,2.7,13
постиндустриальный,a,ПСТНДСТРЛН,2.4,18
постнеклассический,a,ПСТНКЛССЧСК,0.6,18
постоянный,a,ПСТНН,108.4,10
пустынный,a,ПСТНН,15.4,9
постепенный,a,ПСТПНН,10.6,11
пустопорожний,a,ПСТПРЖН,1.1,13
постперестроечный,a,ПСТПРСТРЧН,0.5,17
поступательный,a,ПСТПТЛН,2.9,14
пестрый,a,ПСТР,17.9,7
пасторальный,a,ПСТРЛН,0.5,12
пестренький,a,ПСТРНК,5.1,11
пастернаковский,a,ПСТРНКВСК,1.4,15
посторонний,a,ПСТРНН,30.4,11
пастырский,a,ПСТРСК,2.2,10
постсоветский,a,ПСТСВТСК,8.2,13
пустотелый,a,ПСТТЛ,0.7,10
постатейный,a,ПСТТН,0.7,11
посттравматический,a,ПСТТРВМТЧСК,0.6,18
пустячный,a,ПСТЧН,1.2,9
пастуший,a,ПСТШ,0.6,8
пустяшный,a,ПСТШН,0.5,9
опустошенный,a,ПСТШНН,1.9,12
опустошительный,a,ПСТШТЛН,0.6,15
психованный,a,ПСХВНН,0.5,11
психогенный,a,ПСХГНН,0.5,11
психолого-педагогический,a,ПСХЛГПДГГЧСК,1.8,24
психологический,a,ПСХЛГЧСК,66.2,15
пасхальный,a,ПСХЛН,5.3,10
психоэмоциональный,a,ПСХМЦНЛН,0.6,18
психоневрологический,a,ПСХНВРЛГЧСК,1.2,20
психоаналитический,a,ПСХНЛТЧСК,0.8,18
психопатический,a,ПСХПТЧСК,0.8,15
психосоматический,a,ПСХСМТЧСК,0.7,17
психотравмирующий,a,ПСХТРВМРЩ,0.5,17
психотерапевтический,a,ПСХТРПВТЧСК,1.3,20
психотропный,a,ПСХТРПН,3,12
психиатрический,a,ПСХТРЧСК,7.7,15
психофизиологический,a,ПСХФЗЛГЧСК,2,20
психофизический,a,ПСХФЗЧСК,1.9,15
психический,a,ПСХЧСК,33.3,11
песцовый,a,ПСЦВ,0.5,8
писчий,a,ПСЧ,0.5,6
песчаный,a,ПСЧН,13,8
песочный,a,ПСЧН,3,8
пятибалльный,a,ПТБЛЛН,0.5,12
оптовый,a,ПТВ,12.8,7
питьевой,a,ПТВ,5.2,8
путевой,a,ПТВ,3.6,7
патовый,a,ПТВ,0.6,7
потовой,a,ПТВ,0.5,7
путеводный,a,ПТВДН,1.6,10
ипатьевский,a,ПТВСК,0.6,11
патогенный,a,ПТГНН,1.8,10
пятидверный,a,ПТДВРН,0.5,11
пятидневный,a,ПТДНВН,0.6,11
пятидесятилетний,a,ПТДСТЛТН,2,16
эпатажный,a,ПТЖН,0.5,9
пятизвездочный,a,ПТЗВЗДЧН,1.3,14
потоковый,a,ПТКВ,0.7,9
оптико-электронный,a,ПТКЛКТРНН,0.8,18
пятикомнатный,a,ПТКМНТН,0.6,13
пятиконечный,a,ПТКНЧН,0.8,12
аптекарский,a,ПТКРСК,1.7,11
пятикратный,a,ПТКРТН,1,11
эпитаксиальный,a,ПТКСЛН,0.5,14
пытливый,a,ПТЛВ,2.6,8
путиловский,a,ПТЛВСК,0.5,11
патологический,a,ПТЛГЧСК,6.4,14
оптоэлектронный,a,ПТЛКТРНН,0.6,15
эпителиальный,a,ПТЛЛН,1,13
упоительный,a,ПТЛН,1.7,11
патлатый,a,ПТЛТ,0.8,8
пятилетний,a,ПТЛТН,7.4,10
потолочный,a,ПТЛЧН,1.4,10
оптимизационный,a,ПТМЗЦНН,0.8,15
потемкинский,a,ПТМКНСК,1,12
оптимальный,a,ПТМЛН,29.4,11
пятиминутный,a,ПТМНТН,0.8,12
потомственный,a,ПТМСТВНН,4.1,13
оптимистичный,a,ПТМСТЧН,3.3,13
оптимистический,a,ПТМСТЧСК,5.2,15
пятиметровый,a,ПТМТРВ,0.8,12
опытный,a,ПТН,51.1,7
потный,a,ПТН,9.3,6
путный,a,ПТН,3.3,6
потайной,a,ПТН,3.1,8
путаный,a,ПТН,2.4,7
оптин,a,ПТН,1.3,5
питейный,a,ПТН,1.2,8
пятнадцатилетний,a,ПТНДЦТЛТН,2.9,16
опытно-конструкторский,a,ПТНКНСТРКТРСК,2.2,22
потаенный,a,ПТНН,3.7,9
упитанный,a,ПТНН,2.7,9
паутинный,a,ПТНН,0.6,9
опытно-промышленный,a,ПТНПРМШЛНН,0.9,19
путинский,a,ПТНСК,3.8,9
оптинский,a,ПТНСК,0.7,9
пятнистый,a,ПТНСТ,3.7,9
патентованный,a,ПТНТВНН,0.7,13
патентный,a,ПТНТН,3.9,9
пятницкий,a,ПТНЦК,0.6,9
потенциальный,a,ПТНЦЛН,33,13
пятничный,a,ПТНЧН,0.9,9
опытнейший,a,ПТНШ,1.4,10
потаповский,a,ПТПВСК,0.5,11
поэтапный,a,ПТПН,2.6,9
пятипроцентный,a,ПТПРЦНТН,0.8,14
потребный,a,ПТРБН,2.2,9
петербургский,a,ПТРБРГСК,26,13
потребительный,a,ПТРБТЛН,0.5,14
потребительский,a,ПТРБТЛСК,18.3,15
петров,a,ПТРВ,0.5,6
петровский,a,ПТРВСК,7.2,10
петроградский,a,ПТРГРДСК,4.7,13
петрозаводский,a,ПТРЗВДСК,0.5,14
патрульный,a,ПТРЛН,4.5,10
патерналистский,a,ПТРНЛСТСК,0.7,15
потерянный,a,ПТРНН,7.3,10
патронный,a,ПТРНН,0.7,9
петропавловский,a,ПТРПВЛВСК,3.6,15
потрепанный,a,ПТРПНН,3,11
патриархальный,a,ПТРРХЛН,2.8,14
патриарший,a,ПТРРШ,4.8,10
питерский,a,ПТРСК,16.5,9
потрясающий,a,ПТРСЩ,5.4,11
потертый,a,ПТРТ,5.9,8
патриотичный,a,ПТРТЧН,0.9,12
патриотический,a,ПТРТЧСК,12.7,14
петрофизический,a,ПТРФЗЧСК,0.7,15
потсдамский,a,ПТСДМСК,0.6,11
пятиступенчатый,a,ПТСТПНЧТ,0.7,15
потусторонний,a,ПТСТРНН,4.6,13
пятиэтажный,a,ПТТЖН,2.4,11
питательный,a,ПТТЛН,9.2,11
патетический,a,ПТТЧСК,2.2,12
патефонный,a,ПТФНН,0.5,10
потухший,a,ПТХШ,2.1,8
птичий,a,ПТЧ,13.6,6
ипотечный,a,ПТЧН,9.2,9
аптечный,a,ПТЧН,3.4,8
поточный,a,ПТЧН,1.9,8
поэтичный,a,ПТЧН,1.5,9
пыточный,a,ПТЧН,1.2,8
пяточный,a,ПТЧН,0.6,8
апатичный,a,ПТЧН,0.5,9
поэтический,a,ПТЧСК,27.6,11
оптический,a,ПТЧСК,13.4,10
петушиный,a,ПТШН,1.8,9
потешный,a,ПТШН,1.7,8
пафосный,a,ПФСН,1.8,8
похабный,a,ПХБН,1.8,8
пуховый,a,ПХВ,3.4,7
паховый,a,ПХВ,1,7
похвальный,a,ПХВЛН,2.7,10
походный,a,ПХДН,5.8,8
похожий,a,ПХЖ,206.5,7
похозяйственный,a,ПХЗСТВНН,0.5,15
пухлый,a,ПХЛ,10.2,6
опухолевый,a,ПХЛВ,1.2,10
эпохальный,a,ПХЛН,2.4,10
пухленький,a,ПХЛНК,1.5,10
похмельный,a,ПХМЛН,2,10
похоронный,a,ПХРНН,5.9,10
похотливый,a,ПХТЛВ,1.5,10
пехотный,a,ПХТН,5.3,8
пахотный,a,ПХТН,1.3,8
пахучий,a,ПХЧ,4.6,7
пацифистский,a,ПЦФСТСК,0.6,12
паучий,a,ПЧ,0.7,6
почвенный,a,ПЧВНН,2.9,9
почвопокровный,a,ПЧВПКРВН,1.1,14
почивший,a,ПЧВШ,0.8,8
пучеглазый,a,ПЧГЛЗ,0.8,10
печальный,a,ПЧЛН,39.9,9
пчелиный,a,ПЧЛН,2.2,8
печной,a,ПЧН,3.2,6
печеный,a,ПЧН,2,7
печеночный,a,ПЧНЧН,1.2,10
поочередный,a,ПЧРДН,0.5,11
печерский,a,ПЧРСК,1,9
печорский,a,ПЧРСК,0.9,9
почасовой,a,ПЧСВ,0.5,9
эпический,a,ПЧСК,3,9
почтовый,a,ПЧТВ,22.5,8
поучительный,a,ПЧТЛН,6,12
почетный,a,ПЧТН,31.2,8
печатный,a,ПЧТН,19.1,8
почтенный,a,ПЧТНН,8.4,9
почтеннейший,a,ПЧТННШ,0.7,12
почтительный,a,ПЧТТЛН,4.3,12
печатающий,a,ПЧТЩ,0.6,10
почечный,a,ПЧЧН,2.1,8
пеший,a,ПШ,5.4,5
пошивочный,a,ПШВЧН,0.6,10
пошаговый,a,ПШГВ,0.5,9
пушкинский,a,ПШКНСК,27.8,10
пошлый,a,ПШЛ,7.6,6
пошловатый,a,ПШЛВТ,0.5,10
пышный,a,ПШН,18.2,6
пашин,a,ПШН,1.1,5
пушной,a,ПШН,0.6,6
пшенный,a,ПШНН,1.4,7
пшеничный,a,ПШНЧН,4.9,9
пушистый,a,ПШСТ,11.1,8
пешеходный,a,ПШХДН,3.7,10
пошехонский,a,ПШХНСК,0.6,11
пушечный,a,ПШЧН,3.8,8
пешечный,a,ПШЧН,0.5,8
пишущий,a,ПШЩ,5.6,7
пьющий,a,ПЩ,3.3,6
пущий,a,ПЩ,2,5
пищевой,a,ПЩВ,17.9,7
пищеварительный,a,ПЩВРТЛН,1.7,15
пещерный,a,ПЩРН,2.4,8
поощрительный,a,ПЩРТЛН,1.1,13
ярый,a,Р,6.6,4
рыбий,a,РБ,7.3,5
рябой,a,РБ,6,5
рабовладельческий,a,РБВЛДЛЧСК,1,17
рябоватый,a,РБВТ,0.5,9
арбузный,a,РБЗН,1.2,8
арабо-израильский,a,РБЗРЛСК,1,17
робкий,a,РБК,12.1,6
рублевый,a,РБЛВ,4.6,8
рыболовный,a,РБЛВН,3,10
рублевский,a,РБЛВСК,1.8,10
рублево-успенский,a,РБЛВСПНСК,0.7,17
рыболовецкий,a,РБЛВЦК,1.6,12
рубленый,a,РБЛН,2.4,8
реабилитационный,a,РБЛТЦНН,1.9,16
рыбный,a,РБН,16.1,6
аэробный,a,РБН,0.7,8
рубиновый,a,РБНВ,1.7,9
урбанизированный,a,РБНЗРВНН,0.5,16
рыбинский,a,РБНСК,0.9,9
урбанистический,a,РБНСТЧСК,0.6,15
реберный,a,РБРН,0.5,8
ребристый,a,РБРСТ,1.8,9
арабский,a,РБСК,20.5,8
рабский,a,РБСК,3.7,7
орбитальный,a,РБТЛН,4.2,11
работный,a,РБТН,0.5,8
арбитражный,a,РБТРЖН,54.8,11
арбатский,a,РБТСК,3.7,9
работоспособный,a,РБТСПСБН,2.4,15
работящий,a,РБТЩ,2.3,9
рыбохозяйственный,a,РБХЗСТВНН,0.6,17
рыбацкий,a,РБЦК,3.9,8
рабочий,a,РБЧ,138,7
ребячий,a,РБЧ,1.9,7
рыбачий,a,РБЧ,1.3,7
рабоче-крестьянский,a,РБЧКРСТНСК,1.8,19
ребяческий,a,РБЧСК,0.7,10
рубчатый,a,РБЧТ,0.5,8
яровой,a,РВ,1.4,6
юрьев,a,РВ,0.9,5
ревизионный,a,РВЗНН,2.4,11
револьверный,a,РВЛВРН,0.7,12
революционный,a,РВЛЦНН,31.9,13
ревматический,a,РВМТЧСК,0.5,13
равный,a,РВН,289.7,6
ровный,a,РВН,36.9,6
рваный,a,РВН,11.6,6
ревнивый,a,РВНВ,5.1,8
равновеликий,a,РВНВЛК,0.8,12
равновесный,a,РВНВСН,2.5,11
уравновешенный,a,РВНВШНН,2,14
равноудаленный,a,РВНДЛНН,0.5,14
равнодушный,a,РВНДШН,20.4,11
равнозначный,a,РВНЗНЧН,2.5,12
равномерный,a,РВНМРН,5,11
равнинный,a,РВННН,1.9,9
равноправный,a,РВНПРВН,4.9,12
равноапостольный,a,РВНПСТЛН,0.9,16
ереванский,a,РВНСК,1.1,10
равносильный,a,РВНСЛН,3.1,12
ревностный,a,РВНСТН,1.3,10
равноценный,a,РВНЦНН,2.5,11
аравийский,a,РВСК,1.6,10
юрьевский,a,РВСК,0.5,9
рвотный,a,РВТН,0.9,7
роговой,a,РГВ,1.9,7
регламентный,a,РГЛМНТН,1,12
регулируемый,a,РГЛРМ,2.6,12
регулярный,a,РГЛРН,19.4,10
регулятивный,a,РГЛТВН,0.8,12
регуляторный,a,РГЛТРН,1.1,12
иероглифический,a,РГЛФЧСК,0.5,15
аргументированный,a,РГМНТРВНН,0.9,17
организованный,a,РГНЗВНН,16.4,14
организаторский,a,РГНЗТРСК,2.4,15
организационный,a,РГНЗЦНН,21.7,15
организационно-правовой,a,РГНЗЦННПРВВ,2.3,23
организационно-технический,a,РГНЗЦННТХНЧСК,0.9,26
организационно-штатный,a,РГНЗЦННШТТН,0.9,22
региональный,a,РГНЛН,86.9,12
оригинальный,a,РГНЛН,31.9,12
органолептический,a,РГНЛПТЧСК,1.2,17
ураганный,a,РГНН,1.5,9
органный,a,РГНН,1,8
эрогенный,a,РГНН,0.8,9
аргунский,a,РГНСК,0.5,9
аргентинский,a,РГНТНСК,2.4,12
органичный,a,РГНЧН,3.4,10
органический,a,РГНЧСК,16.8,12
регрессивный,a,РГРССВН,1.1,12
регрессионный,a,РГРССНН,0.9,13
регистрационный,a,РГСТРЦНН,6,15
рогатый,a,РГТ,7.9,7
ругательный,a,РГТЛН,1.6,11
рад,a,РД,61,3
рядовой,a,РДВ,24.7,7
родовой,a,РДВ,10.5,7
юродивый,a,РДВ,0.8,8
родовитый,a,РДВТ,0.5,9
радужный,a,РДЖН,7.2,8
редкий,a,РДК,90.2,6
редкоземельный,a,РДКЗМЛН,1.2,14
радикальный,a,РДКЛН,18.1,11
редкостный,a,РДКСТН,4.8,10
радиоактивный,a,РДКТВН,7.5,13
редакторский,a,РДКТРСК,2.5,12
редакционный,a,РДКЦНН,8.8,12
уродливый,a,РДЛВ,8.3,9
радиоэлектронный,a,РДЛКТРНН,3.7,16
радиолокационный,a,РДЛКЦНН,9.6,16
родильный,a,РДЛН,2.6,9
радиальный,a,РДЛН,2,10
родимый,a,РДМ,5.4,7
родной,a,РДН,120.3,6
рудный,a,РДН,5.5,6
орудийный,a,РДН,2.6,9
радонежский,a,РДНЖСК,1.2,11
реденький,a,РДНК,1.1,9
родниковый,a,РДНКВ,1.2,10
аэродинамический,a,РДНМЧСК,3.6,16
родненький,a,РДННК,1.4,10
орденоносный,a,РДННСН,0.5,12
ординарный,a,РДНРН,1.5,10
орденский,a,РДНСК,1.7,9
иорданский,a,РДНСК,1.1,10
радиоуправляемый,a,РДПРВЛМ,0.7,16
эрудированный,a,РДРВНН,1.1,13
аэродромный,a,РДРМН,1.2,11
родословный,a,РДСЛВН,0.5,11
родственный,a,РДСТВНН,12.3,11
радостный,a,РДСТН,32,9
родительский,a,РДТЛСК,15.2,12
радиотехнический,a,РДТХНЧСК,4.4,16
радиационный,a,РДЦНН,4.7,12
юридический,a,РДЧСК,89.6,11
радиочастотный,a,РДЧСТТН,1.9,14
редчайший,a,РДЧШ,4.1,9
радушный,a,РДШН,2.5,8
рыжий,a,РЖ,43.2,5
рыжебородый,a,РЖБРД,1.5,11
ржавый,a,РЖВ,14.6,6
рыжеволосый,a,РЖВЛС,1.8,11
ржевский,a,РЖВСК,0.5,8
рыжеватый,a,РЖВТ,3,9
урожденный,a,РЖДНН,2.1,10
рождественский,a,РЖДСТВНСК,10.1,14
режимный,a,РЖМН,2.4,8
оружейный,a,РЖН,6.2,9
ржаной,a,РЖН,3.1,6
ружейный,a,РЖН,2,8
урожайный,a,РЖН,1.7,9
ряженый,a,РЖН,0.6,7
рыженький,a,РЖНК,1.9,9
рижский,a,РЖСК,5.1,7
режиссерский,a,РЖССРСК,12.2,12
режущий,a,РЖЩ,3.2,7
разболтанный,a,РЗБЛТНН,0.7,12
разоблачительный,a,РЗБЛЧТЛН,1.7,16
разбойный,a,РЗБН,1.8,9
разбойничий,a,РЗБНЧ,1.7,11
разборный,a,РЗБРН,0.5,9
разборчивый,a,РЗБРЧВ,1.6,11
разбитый,a,РЗБТ,14.7,8
разбитной,a,РЗБТН,1,9
разобщенный,a,РЗБЩНН,0.9,11
розовый,a,РЗВ,49.3,7
разовый,a,РЗВ,4,7
резвый,a,РЗВ,2.5,6
развивающийся,a,РЗВВЩС,9.5,13
разведывательный,a,РЗВДВТЛН,8.3,16
разведывательно-диверсионный,a,РЗВДВТЛНДВРСНН,0.6,28
разводной,a,РЗВДН,0.5,9
разведочный,a,РЗВДЧН,1.4,11
развязный,a,РЗВЗН,2.2,9
развлекательный,a,РЗВЛКТЛН,4.6,15
розовенький,a,РЗВНК,0.5,11
развернутый,a,РЗВРНТ,4.2,11
разверстый,a,РЗВРСТ,0.9,10
развратный,a,РЗВРТН,2.1,10
развеселый,a,РЗВСЛ,1.5,10
развесистый,a,РЗВССТ,1,11
развитой,a,РЗВТ,35.5,8
розоватый,a,РЗВТ,2.8,9
развитый,a,РЗВТ,2,8
разветвленный,a,РЗВТВЛНН,4.3,13
розовощекий,a,РЗВЩК,1.6,11
разговорный,a,РЗГВРН,3.6,11
разговорчивый,a,РЗГВРЧВ,2.6,13
разгульный,a,РЗГЛН,0.8,10
разгневанный,a,РЗГНВНН,1.6,12
разгонный,a,РЗГНН,1.1,9
разгрузочный,a,РЗГРЗЧН,1.2,12
разгромный,a,РЗГРМН,1.1,10
раздвижной,a,РЗДВЖН,1.5,10
разудалый,a,РЗДЛ,0.8,9
раздельный,a,РЗДЛН,4.1,10
разделительный,a,РЗДЛТЛН,2.1,14
