Lemma,PoS,Cons,Freq(ipm),Length
бессменный,a,БССМНН,2.6,10
бессимптомный,a,БССМПТМН,0.9,13
бессмертный,a,БССМРТН,14,11
бессмысленный,a,БССМСЛНН,29.1,13
бассейновый,a,БССНВ,0.6,11
бессонный,a,БССНН,7.4,9
бесспорный,a,БССПРН,8.6,10
бессарабский,a,БССРБСК,0.5,12
бессердечный,a,БССРДЧН,1.2,12
бессрочный,a,БССРЧН,2.6,10
бессистемный,a,БСССТМН,0.5,12
бесстыдный,a,БССТДН,1.8,10
бесстыжий,a,БССТЖ,2.3,9
бесстрастный,a,БССТРСТН,3.7,12
бесстрашный,a,БССТРШН,5.5,11
бессчетный,a,БССЧТН,1.4,10
убийственный,a,БСТВНН,4.7,12
бестактный,a,БСТКТН,2.5,10
бестолковый,a,БСТЛКВ,5.4,11
бесталанный,a,БСТЛНН,1.1,11
бестелесный,a,БСТЛСН,1.1,11
бостонский,a,БСТНСК,0.8,10
быстрый,a,БСТР,119.8,7
быстродействующий,a,БСТРДСТВЩ,0.6,17
абстрактный,a,БСТРКТН,15.9,11
обостренный,a,БСТРНН,2.8,11
быстрорастущий,a,БСТРРСТЩ,1.1,14
быстротекущий,a,БСТРТКЩ,0.7,13
быстротечный,a,БСТРТЧН,0.9,12
быстроходный,a,БСТРХДН,0.9,12
быстрейший,a,БСТРШ,1,10
обстоятельный,a,БСТТЛН,4.7,13
бесформенный,a,БСФРМНН,4.3,12
бесхозный,a,БСХЗН,2.3,9
бесхозяйный,a,БСХЗН,0.5,11
бесхитростный,a,БСХТРСТН,3,13
бесцветный,a,БСЦВТН,6.9,10
бесцельный,a,БСЦЛН,1.4,10
бесценный,a,БСЦНН,8.7,9
бесцеремонный,a,БСЦРМНН,1.6,13
бесчувственный,a,БСЧВСТВНН,3.7,14
бесчеловечный,a,БСЧЛВЧН,2.9,13
бесчисленный,a,БСЧСЛНН,14,12
бесчестный,a,БСЧСТН,1.1,10
бесшабашный,a,БСШБШН,2.6,11
бесшовный,a,БСШВН,0.7,9
бесшумный,a,БСШМН,4,9
убитый,a,БТ,10.1,6
битый,a,БТ,8.2,5
обутый,a,БТ,1.3,6
бытовой,a,БТВ,32,7
обетованный,a,БТВНН,2.8,11
обтекаемый,a,БТКМ,1.6,10
боткинский,a,БТКНСК,0.9,10
обаятельный,a,БТЛН,9.5,11
батальный,a,БТЛН,0.5,9
батальонный,a,БТЛНН,1.9,11
бутылочный,a,БТЛЧН,1.7,10
обитаемый,a,БТМ,1.3,9
бытийный,a,БТН,0.8,8
бетонный,a,БТНН,16.1,8
обтянутый,a,БТНТ,0.7,9
ботанический,a,БТНЧСК,5,12
батарейный,a,БТРН,0.5,10
обтрепанный,a,БТРПНН,0.6,11
бутырский,a,БТРСК,2.7,9
батистовый,a,БТСТВ,0.7,10
бутафорский,a,БТФРСК,2.3,11
бетховенский,a,БТХВНСК,0.6,12
биотехнологический,a,БТХНЛГЧСК,0.6,18
убыточный,a,БТЧН,3.5,9
буферный,a,БФРН,1.3,8
буфетный,a,БФТН,0.7,8
бухой,a,БХ,0.5,5
баховский,a,БХВСК,0.5,9
обуховский,a,БХВСК,0.5,10
бухгалтерский,a,БХГЛТРСК,13.6,13
обходной,a,БХДН,1.6,8
обиходный,a,БХДН,1,9
обходительный,a,БХДТЛН,1.4,13
абхазский,a,БХЗСК,2.1,9
биохимический,a,БХМЧСК,3.6,13
бахромчатый,a,БХРМЧТ,0.6,11
бухарский,a,БХРСК,0.8,9
бахчисарайский,a,БХЧСРСК,0.5,14
бойцовый,a,БЦВ,0.6,8
бойцовский,a,БЦВСК,0.9,10
бычий,a,БЧ,2.8,5
бочковый,a,БЧКВ,0.5,8
обучаемый,a,БЧМ,0.8,9
обычный,a,БЧН,148.7,7
обученный,a,БЧНН,1.6,9
башковитый,a,БШКВТ,0.5,10
башкирский,a,БШКРСК,3,10
бешеный,a,БШН,18.9,7
башенный,a,БШНН,1.5,8
обширный,a,БШРН,24.2,8
обширнейший,a,БШРНШ,0.5,11
обшарпанный,a,БШРПНН,2.6,11
общий,a,БЩ,492.4,5
общеобразовательный,a,БЩБРЗВТЛН,5.4,19
общеевропейский,a,БЩВРПСК,2.7,15
общевойсковой,a,БЩВСКВ,1.9,13
общегородской,a,БЩГРДСК,1.2,13
общегражданский,a,БЩГРЖДНСК,0.8,15
общегосударственный,a,БЩГСДРСТВНН,2.6,19
общедоступный,a,БЩДСТПН,2.7,13
общажный,a,БЩЖН,0.7,8
общежитский,a,БЩЖТСК,0.7,11
общеизвестный,a,БЩЗВСТН,5.5,13
общезначимый,a,БЩЗНЧМ,0.5,12
общекультурный,a,БЩКЛТРН,0.6,14
общеэкономический,a,БЩКНМЧСК,0.5,17
общемировой,a,БЩМРВ,2,11
общинный,a,БЩНН,2.5,8
общенародный,a,БЩНРДН,2.3,12
общенациональный,a,БЩНЦНЛН,5.8,16
общенаучный,a,БЩНЧН,0.6,11
общепризнанный,a,БЩПРЗННН,4,14
общепринятый,a,БЩПРНТ,9.1,12
общепсихологический,a,БЩПСХЛГЧСК,0.5,19
общепитовский,a,БЩПТВСК,0.5,13
общеупотребительный,a,БЩПТРБТЛН,0.6,19
общераспространенный,a,БЩРСПРСТРННН,0.5,20
общерусский,a,БЩРССК,0.5,11
общероссийский,a,БЩРСССК,9.1,14
общесоюзный,a,БЩСЗН,0.9,11
общественный,a,БЩСТВНН,168.1,12
общественно-государственный,a,БЩСТВННГСДРСТВНН,0.6,27
общественно-экономический,a,БЩСТВННКНМЧСК,0.5,25
общественно-политический,a,БЩСТВННПЛТЧСК,5.5,24
общественно-исторический,a,БЩСТВННСТРЧСК,0.5,24
общительный,a,БЩТЛН,4.2,11
общефедеральный,a,БЩФДРЛН,0.7,15
общецерковный,a,БЩЦРКВН,0.9,13
общечеловеческий,a,БЩЧЛВЧСК,6.2,16
выборгский,a,ВБРГСК,1.8,10
воображаемый,a,ВБРЖМ,3.8,12
выборный,a,ВБРН,6.1,8
вибрирующий,a,ВБРРЩ,1.2,11
вибрационный,a,ВБРЦНН,0.5,12
выборочный,a,ВБРЧН,5.2,10
ивовый,a,ВВ,1.4,6
вводный,a,ВВДН,2.8,7
выводной,a,ВВДН,0.5,8
воеводский,a,ВВДСК,0.5,10
вавилонский,a,ВВЛНСК,4.7,11
авгиев,a,ВГВ,0.5,6
выгодный,a,ВГДН,30.9,8
ваганьковский,a,ВГНКВСК,1.3,13
вагинальный,a,ВГНЛН,1.5,11
вагонный,a,ВГНН,3.5,8
вагнеровский,a,ВГНРВСК,0.7,12
вогнутый,a,ВГНТ,1.7,8
выгнутый,a,ВГНТ,0.9,8
выгребной,a,ВГРБН,0.7,9
выигрышный,a,ВГРШН,2.7,10
августовский,a,ВГСТВСК,5.6,12
августейший,a,ВГСТШ,1.1,11
вегетарианский,a,ВГТРНСК,1.4,14
вегетативный,a,ВГТТВН,2.7,12
вегетационный,a,ВГТЦНН,0.8,13
видовой,a,ВДВ,3,7
вдовый,a,ВДВ,0.9,6
вдовий,a,ВДВ,0.8,6
выдвижной,a,ВДВЖН,1.4,9
водевильный,a,ВДВЛН,0.5,11
видоизмененный,a,ВДЗМННН,0.9,14
въедливый,a,ВДЛВ,1.5,9
водолазный,a,ВДЛЗН,1.2,10
видимый,a,ВДМ,16.4,7
ведомый,a,ВДМ,3.7,7
ведьмин,a,ВДМН,0.5,7
ведомственный,a,ВДМСТВНН,7.5,13
уведомительный,a,ВДМТЛН,0.5,14
вдумчивый,a,ВДМЧВ,3,9
видный,a,ВДН,63.5,6
водный,a,ВДН,38.3,6
водяной,a,ВДН,11.4,7
водонапорный,a,ВДНПРН,1.1,12
водонепроницаемый,a,ВДНПРНЦМ,0.8,17
водоносный,a,ВДНСН,0.7,10
водянистый,a,ВДНСТ,2,10
виднейший,a,ВДНШ,1.2,9
водоплавающий,a,ВДПЛВЩ,0.6,13
водопроводный,a,ВДПРВДН,4.4,13
водородный,a,ВДРДН,5.4,10
выдержанный,a,ВДРЖНН,1.2,11
ведерный,a,ВДРН,0.5,8
водорастворимый,a,ВДРСТВРМ,0.8,15
водосборный,a,ВДСБРН,0.5,11
водосточный,a,ВДСТЧН,2.1,11
водительский,a,ВДТЛСК,6,12
водохозяйственный,a,ВДХЗСТВНН,0.5,17
вдохновенный,a,ВДХНВНН,4.9,12
водоохранный,a,ВДХРНН,1.5,12
водочный,a,ВДЧН,3.5,8
увядший,a,ВДШ,2.2,7
воодушевленный,a,ВДШВЛНН,0.6,14
ведущий,a,ВДЩ,50.4,7
выдающийся,a,ВДЩС,34.6,10
вожделенный,a,ВЖДЛНН,3.9,11
выжидательный,a,ВЖДТЛН,1,13
вежливый,a,ВЖЛВ,12.8,8
уважаемый,a,ВЖМ,38.1,9
важный,a,ВЖН,277,6
вьюжный,a,ВЖН,0.7,7
важнейший,a,ВЖНШ,44.6,9
уважительный,a,ВЖТЛН,7.1,12
вяжущий,a,ВЖЩ,0.9,7
возбудимый,a,ВЗБДМ,0.8,10
возбужденный,a,ВЗБЖДНН,3.1,12
возбуждающий,a,ВЗБЖДЩ,0.9,12
взбалмошный,a,ВЗБЛМШН,1.2,11
визовый,a,ВЗВ,1.5,7
взводной,a,ВЗВДН,0.6,8
взволнованный,a,ВЗВЛНВНН,2.6,13
возвратный,a,ВЗВРТН,2.2,10
вузовский,a,ВЗВСК,1.9,9
вазовский,a,ВЗВСК,1.3,9
возвышенный,a,ВЗВШНН,8,11
вызывающий,a,ВЗВЩ,3.5,10
визгливый,a,ВЗГЛВ,2.2,9
выездной,a,ВЗДН,5.2,8
въездной,a,ВЗДН,1.2,8
выздоравливающий,a,ВЗДРВЛВЩ,1,16
вздорный,a,ВЗДРН,2.8,8
вздернутый,a,ВЗДРНТ,1.9,10
вездесущий,a,ВЗДСЩ,3.5,10
вздутый,a,ВЗДТ,1.3,7
воздушный,a,ВЗДШН,60.1,9
воздушно-десантный,a,ВЗДШНДСНТН,2.1,18
воздушно-космический,a,ВЗДШНКСМЧСК,5.5,20
вязкий,a,ВЗК,5.7,6
возлюбленный,a,ВЗЛБЛНН,0.6,12
визуальный,a,ВЗЛН,8.4,10
вязальный,a,ВЗЛН,0.5,9
взлетный,a,ВЗЛТН,3.1,8
взлетно-посадочный,a,ВЗЛТНПСДЧН,1.4,18
взаимовыгодный,a,ВЗМВГДН,3.8,14
взаимодополняющий,a,ВЗМДПЛНЩ,0.5,17
возможный,a,ВЗМЖН,179.1,9
взаимозависимый,a,ВЗМЗВСМ,0.7,15
возмездный,a,ВЗМЗДН,1.5,10
взаимозаменяемый,a,ВЗМЗМНМ,0.6,16
взаимный,a,ВЗМН,35.5,8
взаимоприемлемый,a,ВЗМПРМЛМ,0.6,16
взаимосвязанный,a,ВЗМСВЗНН,5.9,15
взаимоисключающий,a,ВЗМСКЛЧЩ,1.8,17
возмутительный,a,ВЗМТТЛН,2.5,14
возмущенный,a,ВЗМЩНН,2,11
вязаный,a,ВЗН,4.9,7
вознесенский,a,ВЗНСНСК,0.5,12
византийский,a,ВЗНТСК,7.1,12
взрывной,a,ВЗРВН,9.5,8
взрывоопасный,a,ВЗРВПСН,2.1,13
взрывчатый,a,ВЗРВЧТ,3.9,10
взрослый,a,ВЗРСЛ,49.5,8
возрастной,a,ВЗРСТН,16.7,10
взыскательный,a,ВЗСКТЛН,1.5,13
взыскующий,a,ВЗСКЩ,0.5,10
визитный,a,ВЗТН,5.2,8
везучий,a,ВЗЧ,1.2,7
вековой,a,ВКВ,7.6,7
войковский,a,ВКВСК,0.5,10
вековечный,a,ВКВЧН,0.9,10
вокзальный,a,ВКЗЛН,4.9,10
евклидов,a,ВКЛДВ,0.5,8
вокальный,a,ВКЛН,4.7,9
вокально-инструментальный,a,ВКЛННСТРМНТЛН,0.5,25
вакуумный,a,ВКМН,3.2,9
вакантный,a,ВКНТН,2.4,9
выкупной,a,ВКПН,0.5,8
вкрадчивый,a,ВКРДЧВ,2.9,10
вкусовой,a,ВКСВ,3.7,8
вексельный,a,ВКСЛН,1.8,10
авиакосмический,a,ВКСМЧСК,1.1,15
вкусный,a,ВКСН,26.2,7
вкусненький,a,ВКСННК,1.4,11
вкуснейший,a,ВКСНШ,0.7,10
вкусоароматический,a,ВКСРМТЧСК,0.5,18
векторный,a,ВКТРН,2.5,9
викторианский,a,ВКТРНСК,1,13
вакцинный,a,ВКЦНН,3.5,9
вялый,a,ВЛ,11.6,5
волейбольный,a,ВЛБЛН,1.7,12
влюбленный,a,ВЛБЛНН,12.8,10
влюбчивый,a,ВЛБЧВ,0.7,9
валовой,a,ВЛВ,8.8,7
волевой,a,ВЛВ,8.4,7
валовый,a,ВЛВ,0.5,7
воловий,a,ВЛВ,0.5,7
вельветовый,a,ВЛВТВ,1.7,11
волгоградский,a,ВЛГГРДСК,6.4,13
вологодский,a,ВЛГДСК,6.1,11
волглый,a,ВЛГЛ,0.5,7
вульгарный,a,ВЛГРН,5,10
вольготный,a,ВЛГТН,0.5,10
владивостокский,a,ВЛДВСТКСК,1.5,15
владикавказский,a,ВЛДКВКЗСК,0.7,15
владимиро-суздальский,a,ВЛДМРСЗДЛСК,0.5,21
владимирский,a,ВЛДМРСК,7.8,12
володин,a,ВЛДН,1.3,7
валдайский,a,ВЛДСК,0.8,10
влажный,a,ВЛЖН,23.9,7
вальяжный,a,ВЛЖН,1.8,9
вложенный,a,ВЛЖНН,1.2,9
волжский,a,ВЛЖСК,7,8
великий,a,ВЛК,276.3,7
великовозрастный,a,ВЛКВЗРСТН,1.1,16
великоватый,a,ВЛКВТ,1.2,11
великодержавный,a,ВЛКДРЖВН,1.1,15
великодушный,a,ВЛКДШН,3.7,12
великокняжеский,a,ВЛККНЖСК,0.9,15
волоколамский,a,ВЛКЛМСК,0.9,13
великолепный,a,ВЛКЛПН,34.2,12
валькин,a,ВЛКН,0.7,7
волоконно-оптический,a,ВЛКННПТЧСК,0.5,20
волокнистый,a,ВЛКНСТ,1.6,11
вулканический,a,ВЛКНЧСК,1.9,13
великорусский,a,ВЛКРССК,0.9,13
великосветский,a,ВЛКСВТСК,1,14
увлекательный,a,ВЛКТЛН,8.2,13
влекущий,a,ВЛКЩ,0.7,8
увлекающийся,a,ВЛКЩС,0.8,12
вельможный,a,ВЛМЖН,0.6,10
вольный,a,ВЛН,24,7
овальный,a,ВЛН,8.3,8
вяленый,a,ВЛН,1.4,7
волнообразный,a,ВЛНБРЗН,0.9,13
волновой,a,ВЛНВ,3.1,8
вольнолюбивый,a,ВЛНЛБВ,0.6,13
явленный,a,ВЛНН,1,8
вольнонаемный,a,ВЛННМН,1.9,13
волынский,a,ВЛНСК,0.6,9
виленский,a,ВЛНСК,0.5,9
вильнюсский,a,ВЛНССК,0.6,11
волнистый,a,ВЛНСТ,3.7,9
волнительный,a,ВЛНТЛН,0.5,12
валентный,a,ВЛНТН,1.1,9
виолончельный,a,ВЛНЧЛН,0.5,13
волнующий,a,ВЛНЩ,4.8,9
вальпургиев,a,ВЛПРГВ,1.2,11
велюровый,a,ВЛРВ,0.5,9
ювелирный,a,ВЛРН,7.7,9
велеречивый,a,ВЛРЧВ,0.5,11
волосяной,a,ВЛСН,1.6,9
велосипедный,a,ВЛСПДН,2.7,12
волосатый,a,ВЛСТ,6.8,9
властный,a,ВЛСТН,18.3,8
волостной,a,ВЛСТН,0.7,9
вылитый,a,ВЛТ,3.1,7
влитой,a,ВЛТ,0.5,6
вольтов,a,ВЛТВ,0.6,7
вялотекущий,a,ВЛТКЩ,1.1,11
влиятельный,a,ВЛТЛН,14,11
валютный,a,ВЛТН,21.1,8
вольфрамовый,a,ВЛФРМВ,0.5,12
волховский,a,ВЛХВСК,1.2,10
эволюционный,a,ВЛЦНН,6.1,12
волчий,a,ВЛЧ,7.6,6
величавый,a,ВЛЧВ,2.4,9
войлочный,a,ВЛЧН,2,9
величественный,a,ВЛЧСТВНН,10.4,14
увеличительный,a,ВЛЧТЛН,1.4,14
величайший,a,ВЛЧШ,19,10
волшебный,a,ВЛШБН,28.2,9
волошинский,a,ВЛШНСК,0.5,11
вменяемый,a,ВМНМ,1.5,9
веймарский,a,ВМРСК,0.7,10
выморочный,a,ВМРЧН,0.6,10
вместительный,a,ВМСТТЛН,2.6,13
выемочный,a,ВМЧН,0.6,9
вымышленный,a,ВМШЛНН,3.2,11
